2025-04-25 18:53:05 - INFO - Logging is set up.
2025-04-25 18:53:05 - INFO - TensorBoard logging directory: ./result/VNet/LA_16/Train/20250425-185305
2025-04-25 18:53:05 - INFO - Training dataset: 16
2025-04-25 18:53:05 - INFO - Optimizer: AdamW with parameters: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': True}
2025-04-25 18:53:05 - INFO - Using CeDiceLoss 1.4:0.6
2025-04-25 18:53:08 - INFO - Epoch 1/400, Batch 4/4, Loss: 1.2442
2025-04-25 18:53:09 - INFO - Epoch 2/400, Batch 4/4, Loss: 1.0711
2025-04-25 18:53:09 - INFO - Epoch 3/400, Batch 4/4, Loss: 1.1126
2025-04-25 18:53:10 - INFO - Epoch 4/400, Batch 4/4, Loss: 1.0195
2025-04-25 18:53:11 - INFO - Epoch 5/400, Batch 4/4, Loss: 1.0737
2025-04-25 18:53:12 - INFO - Epoch 6/400, Batch 4/4, Loss: 1.1108
2025-04-25 18:53:13 - INFO - Epoch 7/400, Batch 4/4, Loss: 0.9859
2025-04-25 18:53:13 - INFO - Epoch 8/400, Batch 4/4, Loss: 0.9756
2025-04-25 18:53:14 - INFO - Epoch 9/400, Batch 4/4, Loss: 0.9524
2025-04-25 18:53:15 - INFO - Epoch 10/400, Batch 4/4, Loss: 0.9464
2025-04-25 18:53:16 - INFO - Epoch 11/400, Batch 4/4, Loss: 0.8800
2025-04-25 18:53:16 - INFO - Epoch 12/400, Batch 4/4, Loss: 0.9175
2025-04-25 18:53:17 - INFO - Epoch 13/400, Batch 4/4, Loss: 0.8603
2025-04-25 18:53:18 - INFO - Epoch 14/400, Batch 4/4, Loss: 0.8096
2025-04-25 18:53:19 - INFO - Epoch 15/400, Batch 4/4, Loss: 0.7963
2025-04-25 18:53:19 - INFO - Epoch 16/400, Batch 4/4, Loss: 0.8279
2025-04-25 18:53:20 - INFO - Epoch 17/400, Batch 4/4, Loss: 0.8755
2025-04-25 18:53:21 - INFO - Epoch 18/400, Batch 4/4, Loss: 0.7531
2025-04-25 18:53:22 - INFO - Epoch 19/400, Batch 4/4, Loss: 0.7692
2025-04-25 18:53:22 - INFO - Epoch 20/400, Batch 4/4, Loss: 0.7634
2025-04-25 18:53:22 - INFO - Created directory: ./result/VNet/LA_16/Pth
2025-04-25 18:53:22 - INFO - Saved checkpoint at epoch 20 at ./result/VNet/LA_16/Pth/model_epoch_20_checkpoint.pth
2025-04-25 18:53:23 - INFO - Epoch 21/400, Batch 4/4, Loss: 0.7872
2025-04-25 18:53:24 - INFO - Epoch 22/400, Batch 4/4, Loss: 0.8247
2025-04-25 18:53:25 - INFO - Epoch 23/400, Batch 4/4, Loss: 0.7176
2025-04-25 18:53:25 - INFO - Epoch 24/400, Batch 4/4, Loss: 0.7094
2025-04-25 18:53:26 - INFO - Epoch 25/400, Batch 4/4, Loss: 0.7719
2025-04-25 18:53:27 - INFO - Epoch 26/400, Batch 4/4, Loss: 0.6769
2025-04-25 18:53:28 - INFO - Epoch 27/400, Batch 4/4, Loss: 0.7248
2025-04-25 18:53:29 - INFO - Epoch 28/400, Batch 4/4, Loss: 0.6359
