2025-07-14 13:28:55 - INFO - Logging is set up.
2025-07-14 13:28:55 - INFO - 
======================================== New DDP Training Session Started ========================================
2025-07-14 13:28:55 - INFO - Using 2 GPUs for training.
2025-07-14 13:28:55 - INFO - Training configuration:
{
  "seed": 42,
  "epochs": 600,
  "batch_size": 2,
  "learning_rate": 0.0001,
  "log_path": "./result/VNet_Multi_V5/LA_16/Training.log",
  "pth_path": "./result/VNet_Multi_V5/LA_16/Pth",
  "tensorboard_path": "./result/VNet_Multi_V5/LA_16/Train",
  "continue_train": false,
  "dataset_path": "./datasets/LA",
  "num_classes": 2,
  "training_num": 16,
  "patch_size": [
    112,
    112,
    80
  ]
}
2025-07-14 13:28:55 - INFO - Ensured model and TensorBoard directories exist.
2025-07-14 13:28:55 - INFO - Process started on device: cuda:0 with seed 42.
2025-07-14 13:28:55 - INFO - TensorBoard writer initialized at: ./result/VNet_Multi_V5/LA_16/Train/20250714-132855
2025-07-14 13:28:55 - INFO - Initializing dataset...
2025-07-14 13:28:55 - INFO - Dataset contains 16 samples.
2025-07-14 13:28:55 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-14 13:28:55 - INFO - Initializing VNet model...
2025-07-14 13:28:55 - INFO - Logging is set up.
2025-07-14 13:28:55 - INFO - Process started on device: cuda:1 with seed 42.
2025-07-14 13:28:55 - INFO - Initializing dataset...
2025-07-14 13:28:55 - INFO - Dataset contains 16 samples.
2025-07-14 13:28:55 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-14 13:28:55 - INFO - Initializing VNet model...
2025-07-14 13:28:56 - INFO - Model wrapped with DDP. `find_unused_parameters` is set to True for multi-output model.
2025-07-14 13:28:56 - INFO - Model wrapped with DDP. `find_unused_parameters` is set to True for multi-output model.
2025-07-14 13:28:56 - INFO - Loss function: UnifiedLoss with λ_reg=0.3, weights=[1,1]
2025-07-14 13:28:56 - INFO - Optimizer: AdamW with LR=0.0001
2025-07-14 13:28:56 - INFO - Starting training from epoch 0 to 600...
2025-07-14 13:29:10 - INFO - Epoch 1 finished. Average Training Loss: 1.3863
2025-07-14 13:29:12 - INFO - Epoch 2 finished. Average Training Loss: 1.3599
2025-07-14 13:29:14 - INFO - Epoch 3 finished. Average Training Loss: 1.3354
2025-07-14 13:29:16 - INFO - Epoch 4 finished. Average Training Loss: 1.3380
2025-07-14 13:29:18 - INFO - Epoch 5 finished. Average Training Loss: 1.2020
2025-07-14 13:29:20 - INFO - Epoch 6 finished. Average Training Loss: 1.3033
2025-07-14 13:29:22 - INFO - Epoch 7 finished. Average Training Loss: 1.3210
2025-07-14 13:29:24 - INFO - Epoch 8 finished. Average Training Loss: 1.3445
2025-07-14 13:29:25 - INFO - Epoch 9 finished. Average Training Loss: 1.1496
2025-07-14 13:29:27 - INFO - Epoch 10 finished. Average Training Loss: 1.1737
2025-07-14 13:29:29 - INFO - Epoch 11 finished. Average Training Loss: 1.0690
2025-07-14 13:29:31 - INFO - Epoch 12 finished. Average Training Loss: 1.1081
2025-07-14 13:29:33 - INFO - Epoch 13 finished. Average Training Loss: 0.9453
2025-07-14 13:29:35 - INFO - Epoch 14 finished. Average Training Loss: 1.2056
2025-07-14 13:29:37 - INFO - Epoch 15 finished. Average Training Loss: 1.1418
2025-07-14 13:29:39 - INFO - Epoch 16 finished. Average Training Loss: 1.0765
2025-07-14 13:29:41 - INFO - Epoch 17 finished. Average Training Loss: 1.0259
2025-07-14 13:29:43 - INFO - Epoch 18 finished. Average Training Loss: 0.9353
2025-07-14 13:29:45 - INFO - Epoch 19 finished. Average Training Loss: 1.0842
2025-07-14 13:29:47 - INFO - Epoch 20 finished. Average Training Loss: 0.8540
2025-07-14 13:29:47 - INFO - Saved checkpoint for epoch 20 to ./result/VNet_Multi_V5/LA_16/Pth/model_epoch_20.pth
2025-07-14 13:29:49 - INFO - Epoch 21 finished. Average Training Loss: 0.8833
2025-07-14 13:29:50 - INFO - Epoch 22 finished. Average Training Loss: 1.0045
2025-07-14 13:29:53 - INFO - Epoch 23 finished. Average Training Loss: 0.9169
2025-07-14 13:29:55 - INFO - Epoch 24 finished. Average Training Loss: 0.8818
2025-07-14 13:29:56 - INFO - Epoch 25 finished. Average Training Loss: 0.9884
2025-07-14 13:29:58 - INFO - Epoch 26 finished. Average Training Loss: 0.9212
2025-07-14 13:30:00 - INFO - Epoch 27 finished. Average Training Loss: 0.9190
2025-07-14 13:30:02 - INFO - Epoch 28 finished. Average Training Loss: 0.9031
2025-07-14 13:30:04 - INFO - Epoch 29 finished. Average Training Loss: 0.8352
2025-07-14 13:30:06 - INFO - Epoch 30 finished. Average Training Loss: 0.8508
2025-07-14 13:30:08 - INFO - Epoch 31 finished. Average Training Loss: 0.8343
2025-07-14 13:30:10 - INFO - Epoch 32 finished. Average Training Loss: 0.7844
2025-07-14 13:30:12 - INFO - Epoch 33 finished. Average Training Loss: 0.8100
2025-07-14 13:30:14 - INFO - Epoch 34 finished. Average Training Loss: 0.7322
2025-07-14 13:30:16 - INFO - Epoch 35 finished. Average Training Loss: 0.7726
2025-07-14 13:30:18 - INFO - Epoch 36 finished. Average Training Loss: 0.8863
2025-07-14 13:30:20 - INFO - Epoch 37 finished. Average Training Loss: 0.8568
2025-07-14 13:30:22 - INFO - Epoch 38 finished. Average Training Loss: 0.6386
2025-07-14 13:30:24 - INFO - Epoch 39 finished. Average Training Loss: 0.7629
2025-07-14 13:30:26 - INFO - Epoch 40 finished. Average Training Loss: 0.8661
2025-07-14 13:30:26 - INFO - Saved checkpoint for epoch 40 to ./result/VNet_Multi_V5/LA_16/Pth/model_epoch_40.pth
2025-07-14 13:30:28 - INFO - Epoch 41 finished. Average Training Loss: 0.8127
2025-07-14 13:30:29 - INFO - Epoch 42 finished. Average Training Loss: 0.7251
2025-07-14 13:30:32 - INFO - Epoch 43 finished. Average Training Loss: 0.7864
2025-07-14 13:30:33 - INFO - Epoch 44 finished. Average Training Loss: 0.7502
2025-07-14 13:30:35 - INFO - Epoch 45 finished. Average Training Loss: 0.8129
2025-07-14 13:30:37 - INFO - Epoch 46 finished. Average Training Loss: 0.8899
2025-07-14 13:30:39 - INFO - Epoch 47 finished. Average Training Loss: 0.8237
2025-07-14 13:30:41 - INFO - Epoch 48 finished. Average Training Loss: 0.7039
2025-07-14 13:30:43 - INFO - Epoch 49 finished. Average Training Loss: 0.8872
2025-07-14 13:30:45 - INFO - Epoch 50 finished. Average Training Loss: 0.7149
2025-07-14 13:30:47 - INFO - Epoch 51 finished. Average Training Loss: 0.7409
2025-07-14 13:30:49 - INFO - Epoch 52 finished. Average Training Loss: 0.7681
2025-07-14 13:30:51 - INFO - Epoch 53 finished. Average Training Loss: 0.6851
2025-07-14 13:30:53 - INFO - Epoch 54 finished. Average Training Loss: 0.7429
2025-07-14 13:30:55 - INFO - Epoch 55 finished. Average Training Loss: 0.7967
2025-07-14 13:30:57 - INFO - Epoch 56 finished. Average Training Loss: 0.7617
2025-07-14 13:30:59 - INFO - Epoch 57 finished. Average Training Loss: 0.8417
2025-07-14 13:31:01 - INFO - Epoch 58 finished. Average Training Loss: 0.6612
2025-07-14 13:31:02 - INFO - Epoch 59 finished. Average Training Loss: 0.7048
2025-07-14 13:31:04 - INFO - Epoch 60 finished. Average Training Loss: 0.6187
2025-07-14 13:31:05 - INFO - Saved checkpoint for epoch 60 to ./result/VNet_Multi_V5/LA_16/Pth/model_epoch_60.pth
2025-07-14 13:31:06 - INFO - Epoch 61 finished. Average Training Loss: 0.7119
2025-07-14 13:31:08 - INFO - Epoch 62 finished. Average Training Loss: 0.5912
2025-07-14 13:31:10 - INFO - Epoch 63 finished. Average Training Loss: 0.6326
2025-07-14 13:31:12 - INFO - Epoch 64 finished. Average Training Loss: 0.5762
2025-07-14 13:31:14 - INFO - Epoch 65 finished. Average Training Loss: 0.6101
2025-07-14 13:31:16 - INFO - Epoch 66 finished. Average Training Loss: 0.5736
2025-07-14 13:31:18 - INFO - Epoch 67 finished. Average Training Loss: 0.6999
2025-07-14 13:31:20 - INFO - Epoch 68 finished. Average Training Loss: 0.7256
