2025-07-04 21:54:08 - INFO - Logging is set up.
2025-07-04 21:54:08 - INFO - 
======================================== New DDP Training Session Started ========================================
2025-07-04 21:54:08 - INFO - Using 2 GPUs for training.
2025-07-04 21:54:08 - INFO - Training configuration:
{
  "seed": 42,
  "epochs": 600,
  "batch_size": 2,
  "learning_rate": 0.0001,
  "log_path": "./result/VNet_Multi_V3/LA_16/Training.log",
  "pth_path": "./result/VNet_Multi_V3/LA_16/Pth",
  "tensorboard_path": "./result/VNet_Multi_V3/LA_16/Train",
  "continue_train": false,
  "dataset_path": "./datasets/LA",
  "num_classes": 2,
  "training_num": 16,
  "patch_size": [
    112,
    112,
    80
  ]
}
2025-07-04 21:54:08 - INFO - Ensured model and TensorBoard directories exist.
2025-07-04 21:54:08 - INFO - Process started on device: cuda:0 with seed 42.
2025-07-04 21:54:08 - INFO - TensorBoard writer initialized at: ./result/VNet_Multi_V3/LA_16/Train/20250704-215408
2025-07-04 21:54:08 - INFO - Initializing dataset...
2025-07-04 21:54:08 - INFO - Dataset contains 16 samples.
2025-07-04 21:54:08 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-04 21:54:08 - INFO - Initializing VNet model...
2025-07-04 21:54:08 - INFO - Logging is set up.
2025-07-04 21:54:08 - INFO - Process started on device: cuda:1 with seed 42.
2025-07-04 21:54:08 - INFO - Initializing dataset...
2025-07-04 21:54:08 - INFO - Dataset contains 16 samples.
2025-07-04 21:54:08 - INFO - DataLoader created with DistributedSampler. Batch size per GPU: 2.
2025-07-04 21:54:08 - INFO - Initializing VNet model...
2025-07-04 21:54:08 - INFO - Model wrapped with DDP. `find_unused_parameters` is set to True for multi-output model.
2025-07-04 21:54:08 - INFO - Model wrapped with DDP. `find_unused_parameters` is set to True for multi-output model.
2025-07-04 21:54:08 - INFO - Loss function: UnifiedLoss with λ_reg=0.3, weights=[1,1]
2025-07-04 21:54:08 - INFO - Optimizer: AdamW with LR=0.0001
2025-07-04 21:54:08 - INFO - Starting training from epoch 0 to 600...
2025-07-04 21:54:28 - INFO - Epoch 1 finished. Average Training Loss: 1.1937
2025-07-04 21:54:30 - INFO - Epoch 2 finished. Average Training Loss: 1.2352
2025-07-04 21:54:32 - INFO - Epoch 3 finished. Average Training Loss: 1.1369
2025-07-04 21:54:34 - INFO - Epoch 4 finished. Average Training Loss: 1.0275
2025-07-04 21:54:36 - INFO - Epoch 5 finished. Average Training Loss: 1.0232
2025-07-04 21:54:37 - INFO - Epoch 6 finished. Average Training Loss: 0.9768
2025-07-04 21:54:39 - INFO - Epoch 7 finished. Average Training Loss: 1.0152
2025-07-04 21:54:41 - INFO - Epoch 8 finished. Average Training Loss: 0.8560
2025-07-04 21:54:45 - INFO - Epoch 9 finished. Average Training Loss: 0.7552
2025-07-04 21:54:48 - INFO - Epoch 10 finished. Average Training Loss: 0.7508
2025-07-04 21:54:52 - INFO - Epoch 11 finished. Average Training Loss: 0.8075
2025-07-04 21:54:55 - INFO - Epoch 12 finished. Average Training Loss: 0.8452
2025-07-04 21:54:59 - INFO - Epoch 13 finished. Average Training Loss: 0.7174
2025-07-04 21:55:03 - INFO - Epoch 14 finished. Average Training Loss: 0.7451
2025-07-04 21:55:06 - INFO - Epoch 15 finished. Average Training Loss: 0.6072
2025-07-04 21:55:10 - INFO - Epoch 16 finished. Average Training Loss: 0.6236
2025-07-04 21:55:13 - INFO - Epoch 17 finished. Average Training Loss: 0.6278
2025-07-04 21:55:16 - INFO - Epoch 18 finished. Average Training Loss: 0.5430
2025-07-04 21:55:19 - INFO - Epoch 19 finished. Average Training Loss: 0.5492
2025-07-04 21:55:22 - INFO - Epoch 20 finished. Average Training Loss: 0.5351
2025-07-04 21:55:23 - INFO - Saved checkpoint for epoch 20 to ./result/VNet_Multi_V3/LA_16/Pth/model_epoch_20.pth
2025-07-04 21:55:26 - INFO - Epoch 21 finished. Average Training Loss: 0.6053
2025-07-04 21:55:29 - INFO - Epoch 22 finished. Average Training Loss: 0.5413
2025-07-04 21:55:32 - INFO - Epoch 23 finished. Average Training Loss: 0.5308
2025-07-04 21:55:35 - INFO - Epoch 24 finished. Average Training Loss: 0.4519
2025-07-04 21:55:39 - INFO - Epoch 25 finished. Average Training Loss: 0.5140
2025-07-04 21:55:41 - INFO - Epoch 26 finished. Average Training Loss: 0.4630
2025-07-04 21:55:45 - INFO - Epoch 27 finished. Average Training Loss: 0.4073
2025-07-04 21:55:48 - INFO - Epoch 28 finished. Average Training Loss: 0.4913
2025-07-04 21:55:51 - INFO - Epoch 29 finished. Average Training Loss: 0.4811
2025-07-04 21:55:54 - INFO - Epoch 30 finished. Average Training Loss: 0.5452
2025-07-04 21:55:57 - INFO - Epoch 31 finished. Average Training Loss: 0.4230
2025-07-04 21:56:00 - INFO - Epoch 32 finished. Average Training Loss: 0.4790
2025-07-04 21:56:04 - INFO - Epoch 33 finished. Average Training Loss: 0.4935
2025-07-04 21:56:07 - INFO - Epoch 34 finished. Average Training Loss: 0.4165
2025-07-04 21:56:10 - INFO - Epoch 35 finished. Average Training Loss: 0.4252
2025-07-04 21:56:13 - INFO - Epoch 36 finished. Average Training Loss: 0.4937
2025-07-04 21:56:16 - INFO - Epoch 37 finished. Average Training Loss: 0.4091
2025-07-04 21:56:19 - INFO - Epoch 38 finished. Average Training Loss: 0.3588
2025-07-04 21:56:23 - INFO - Epoch 39 finished. Average Training Loss: 0.4069
2025-07-04 21:56:26 - INFO - Epoch 40 finished. Average Training Loss: 0.3826
2025-07-04 21:56:26 - INFO - Saved checkpoint for epoch 40 to ./result/VNet_Multi_V3/LA_16/Pth/model_epoch_40.pth
2025-07-04 21:56:29 - INFO - Epoch 41 finished. Average Training Loss: 0.3795
2025-07-04 21:56:32 - INFO - Epoch 42 finished. Average Training Loss: 0.3137
2025-07-04 21:56:35 - INFO - Epoch 43 finished. Average Training Loss: 0.3430
2025-07-04 21:56:39 - INFO - Epoch 44 finished. Average Training Loss: 0.4295
2025-07-04 21:56:42 - INFO - Epoch 45 finished. Average Training Loss: 0.3399
2025-07-04 21:56:45 - INFO - Epoch 46 finished. Average Training Loss: 0.3912
2025-07-04 21:56:48 - INFO - Epoch 47 finished. Average Training Loss: 0.3606
2025-07-04 21:56:51 - INFO - Epoch 48 finished. Average Training Loss: 0.3677
2025-07-04 21:56:54 - INFO - Epoch 49 finished. Average Training Loss: 0.3547
2025-07-04 21:56:58 - INFO - Epoch 50 finished. Average Training Loss: 0.3119
2025-07-04 21:57:01 - INFO - Epoch 51 finished. Average Training Loss: 0.3434
2025-07-04 21:57:04 - INFO - Epoch 52 finished. Average Training Loss: 0.3971
2025-07-04 21:57:07 - INFO - Epoch 53 finished. Average Training Loss: 0.3482
2025-07-04 21:57:10 - INFO - Epoch 54 finished. Average Training Loss: 0.3238
2025-07-04 21:57:13 - INFO - Epoch 55 finished. Average Training Loss: 0.3332
