2025-04-22 17:26:59 - INFO - Logging is set up.
2025-04-22 17:26:59 - INFO - TensorBoard logging directory: ./result/VNet/LA/Train/20250422-172659
2025-04-22 17:26:59 - INFO - Training dataset: 80
2025-04-22 17:26:59 - INFO - Optimizer: AdamW with parameters: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False, 'foreach': None, 'maximize': False, 'capturable': False, 'differentiable': False, 'fused': None}
2025-04-22 17:26:59 - INFO - Using CeDiceLoss
2025-04-22 17:27:05 - INFO - Epoch 1/1000, Batch 20/20, Loss: 0.8604
2025-04-22 17:27:10 - INFO - Epoch 2/1000, Batch 20/20, Loss: 0.8842
2025-04-22 17:27:15 - INFO - Epoch 3/1000, Batch 20/20, Loss: 0.8089
2025-04-22 17:27:19 - INFO - Epoch 4/1000, Batch 20/20, Loss: 0.7763
2025-04-22 17:27:24 - INFO - Epoch 5/1000, Batch 20/20, Loss: 0.5842
2025-04-22 17:27:29 - INFO - Epoch 6/1000, Batch 20/20, Loss: 0.5778
2025-04-22 17:27:33 - INFO - Epoch 7/1000, Batch 20/20, Loss: 0.6022
2025-04-22 17:27:38 - INFO - Epoch 8/1000, Batch 20/20, Loss: 0.4809
2025-04-22 17:27:43 - INFO - Epoch 9/1000, Batch 20/20, Loss: 0.4987
2025-04-22 17:27:48 - INFO - Epoch 10/1000, Batch 20/20, Loss: 0.4238
2025-04-22 17:27:52 - INFO - Epoch 11/1000, Batch 20/20, Loss: 0.6220
2025-04-22 17:27:57 - INFO - Epoch 12/1000, Batch 20/20, Loss: 0.5281
2025-04-22 17:28:02 - INFO - Epoch 13/1000, Batch 20/20, Loss: 0.4068
2025-04-22 17:28:07 - INFO - Epoch 14/1000, Batch 20/20, Loss: 0.4627
2025-04-22 17:28:11 - INFO - Epoch 15/1000, Batch 20/20, Loss: 0.5539
2025-04-22 17:28:16 - INFO - Epoch 16/1000, Batch 20/20, Loss: 0.4608
2025-04-22 17:28:21 - INFO - Epoch 17/1000, Batch 20/20, Loss: 0.4152
2025-04-22 17:28:26 - INFO - Epoch 18/1000, Batch 20/20, Loss: 0.4373
2025-04-22 17:28:31 - INFO - Epoch 19/1000, Batch 20/20, Loss: 0.4593
2025-04-22 17:28:36 - INFO - Epoch 20/1000, Batch 20/20, Loss: 0.4436
2025-04-22 17:28:36 - INFO - Created directory: ./result/VNet/LA/Pth
2025-04-22 17:28:36 - INFO - Saved checkpoint at epoch 20 at ./result/VNet/LA/Pth/model_epoch_20_checkpoint.pth
2025-04-22 17:28:40 - INFO - Epoch 21/1000, Batch 20/20, Loss: 0.3729
2025-04-22 17:28:45 - INFO - Epoch 22/1000, Batch 20/20, Loss: 0.2885
2025-04-22 17:28:50 - INFO - Epoch 23/1000, Batch 20/20, Loss: 0.3281
2025-04-22 17:28:55 - INFO - Epoch 24/1000, Batch 20/20, Loss: 0.2780
2025-04-22 17:29:00 - INFO - Epoch 25/1000, Batch 20/20, Loss: 0.3517
2025-04-22 17:29:04 - INFO - Epoch 26/1000, Batch 20/20, Loss: 0.2688
2025-04-22 17:29:09 - INFO - Epoch 27/1000, Batch 20/20, Loss: 0.3867
2025-04-22 17:29:14 - INFO - Epoch 28/1000, Batch 20/20, Loss: 0.2845
2025-04-22 17:29:19 - INFO - Epoch 29/1000, Batch 20/20, Loss: 0.3310
2025-04-22 17:29:23 - INFO - Epoch 30/1000, Batch 20/20, Loss: 0.2269
2025-04-22 17:29:28 - INFO - Epoch 31/1000, Batch 20/20, Loss: 0.2824
2025-04-22 17:29:33 - INFO - Epoch 32/1000, Batch 20/20, Loss: 0.2635
2025-04-22 17:29:38 - INFO - Epoch 33/1000, Batch 20/20, Loss: 0.3627
2025-04-22 17:29:43 - INFO - Epoch 34/1000, Batch 20/20, Loss: 0.3143
2025-04-22 17:29:48 - INFO - Epoch 35/1000, Batch 20/20, Loss: 0.2733
2025-04-22 17:29:53 - INFO - Epoch 36/1000, Batch 20/20, Loss: 0.3571
2025-04-22 17:29:57 - INFO - Epoch 37/1000, Batch 20/20, Loss: 0.2409
2025-04-22 17:30:02 - INFO - Epoch 38/1000, Batch 20/20, Loss: 0.2451
2025-04-22 17:30:07 - INFO - Epoch 39/1000, Batch 20/20, Loss: 0.2776
2025-04-22 17:30:12 - INFO - Epoch 40/1000, Batch 20/20, Loss: 0.3607
2025-04-22 17:30:12 - INFO - Saved checkpoint at epoch 40 at ./result/VNet/LA/Pth/model_epoch_40_checkpoint.pth
2025-04-22 17:30:17 - INFO - Epoch 41/1000, Batch 20/20, Loss: 0.2650
2025-04-22 17:30:22 - INFO - Epoch 42/1000, Batch 20/20, Loss: 0.2884
2025-04-22 17:30:27 - INFO - Epoch 43/1000, Batch 20/20, Loss: 0.2474
2025-04-22 17:30:32 - INFO - Epoch 44/1000, Batch 20/20, Loss: 0.2797
2025-04-22 17:30:37 - INFO - Epoch 45/1000, Batch 20/20, Loss: 0.1921
2025-04-22 17:30:41 - INFO - Epoch 46/1000, Batch 20/20, Loss: 0.2573
2025-04-22 17:30:46 - INFO - Epoch 47/1000, Batch 20/20, Loss: 0.3260
2025-04-22 17:30:51 - INFO - Epoch 48/1000, Batch 20/20, Loss: 0.2646
2025-04-22 17:30:56 - INFO - Epoch 49/1000, Batch 20/20, Loss: 0.1646
2025-04-22 17:31:01 - INFO - Epoch 50/1000, Batch 20/20, Loss: 0.1653
2025-04-22 17:31:06 - INFO - Epoch 51/1000, Batch 20/20, Loss: 0.2373
2025-04-22 17:31:11 - INFO - Epoch 52/1000, Batch 20/20, Loss: 0.2160
2025-04-22 17:31:16 - INFO - Epoch 53/1000, Batch 20/20, Loss: 0.1994
2025-04-22 17:31:21 - INFO - Epoch 54/1000, Batch 20/20, Loss: 0.1750
2025-04-22 17:31:26 - INFO - Epoch 55/1000, Batch 20/20, Loss: 0.2148
2025-04-22 17:31:30 - INFO - Epoch 56/1000, Batch 20/20, Loss: 0.1934
