2025-04-22 15:49:23 - INFO - Logging is set up.
2025-04-22 15:49:23 - INFO - TensorBoard logging directory: ./result/SAM3D_VNet_SSL/LA/Train/20250422-154923
2025-04-22 15:49:24 - INFO - Training dataset: 16
2025-04-22 15:49:24 - INFO - Optimizer: AdamW with parameters: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False, 'foreach': None, 'maximize': False, 'capturable': False, 'differentiable': False, 'fused': None}
2025-04-22 15:49:24 - INFO - Using CeDiceLoss
2025-04-22 15:49:29 - INFO - Epoch 1/400, Batch 4/4, Loss: 0.8435
2025-04-22 15:49:33 - INFO - Epoch 2/400, Batch 4/4, Loss: 0.7649
2025-04-22 15:49:36 - INFO - Epoch 3/400, Batch 4/4, Loss: 0.6685
2025-04-22 15:49:39 - INFO - Epoch 4/400, Batch 4/4, Loss: 0.5649
2025-04-22 15:49:42 - INFO - Epoch 5/400, Batch 4/4, Loss: 0.5741
2025-04-22 15:49:45 - INFO - Epoch 6/400, Batch 4/4, Loss: 0.5101
2025-04-22 15:49:48 - INFO - Epoch 7/400, Batch 4/4, Loss: 0.5906
2025-04-22 15:49:51 - INFO - Epoch 8/400, Batch 4/4, Loss: 0.5839
2025-04-22 15:49:55 - INFO - Epoch 9/400, Batch 4/4, Loss: 0.5606
2025-04-22 15:49:58 - INFO - Epoch 10/400, Batch 4/4, Loss: 0.5627
2025-04-22 15:50:01 - INFO - Epoch 11/400, Batch 4/4, Loss: 0.4626
2025-04-22 15:50:04 - INFO - Epoch 12/400, Batch 4/4, Loss: 0.4646
2025-04-22 15:50:07 - INFO - Epoch 13/400, Batch 4/4, Loss: 0.5103
2025-04-22 15:50:10 - INFO - Epoch 14/400, Batch 4/4, Loss: 0.6951
2025-04-22 15:50:13 - INFO - Epoch 15/400, Batch 4/4, Loss: 0.4249
2025-04-22 15:50:17 - INFO - Epoch 16/400, Batch 4/4, Loss: 0.5153
2025-04-22 15:50:20 - INFO - Epoch 17/400, Batch 4/4, Loss: 0.5450
2025-04-22 15:50:23 - INFO - Epoch 18/400, Batch 4/4, Loss: 0.4716
2025-04-22 15:50:26 - INFO - Epoch 19/400, Batch 4/4, Loss: 0.4503
2025-04-22 15:50:29 - INFO - Epoch 20/400, Batch 4/4, Loss: 0.6070
2025-04-22 15:50:29 - INFO - Created directory: ./result/SAM3D_VNet_SSL/LA/Pth
2025-04-22 15:50:30 - INFO - Saved checkpoint at epoch 20 at ./result/SAM3D_VNet_SSL/LA/Pth/model_epoch_20_checkpoint.pth
2025-04-22 15:50:33 - INFO - Epoch 21/400, Batch 4/4, Loss: 0.3900
2025-04-22 15:50:36 - INFO - Epoch 22/400, Batch 4/4, Loss: 0.4066
2025-04-22 15:50:39 - INFO - Epoch 23/400, Batch 4/4, Loss: 0.5807
2025-04-22 15:50:42 - INFO - Epoch 24/400, Batch 4/4, Loss: 0.3960
2025-04-22 15:50:46 - INFO - Epoch 25/400, Batch 4/4, Loss: 0.3971
2025-04-22 15:50:49 - INFO - Epoch 26/400, Batch 4/4, Loss: 0.4061
2025-04-22 15:50:52 - INFO - Epoch 27/400, Batch 4/4, Loss: 0.3216
2025-04-22 15:50:55 - INFO - Epoch 28/400, Batch 4/4, Loss: 0.4420
2025-04-22 15:50:58 - INFO - Epoch 29/400, Batch 4/4, Loss: 0.5209
2025-04-22 15:51:01 - INFO - Epoch 30/400, Batch 4/4, Loss: 0.3761
2025-04-22 15:51:05 - INFO - Epoch 31/400, Batch 4/4, Loss: 0.3220
2025-04-22 15:51:08 - INFO - Epoch 32/400, Batch 4/4, Loss: 0.2823
2025-04-22 15:51:11 - INFO - Epoch 33/400, Batch 4/4, Loss: 0.4660
2025-04-22 15:51:14 - INFO - Epoch 34/400, Batch 4/4, Loss: 0.3289
2025-04-22 15:51:17 - INFO - Epoch 35/400, Batch 4/4, Loss: 0.2934
2025-04-22 15:51:20 - INFO - Epoch 36/400, Batch 4/4, Loss: 0.3699
